OTU.ID,taxonomy
OTU_805,Unassigned
OTU_1455,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria
OTU_472,D_0__Bacteria; D_1__Acidobacteria; D_2__Aminicenantia; D_3__Aminicenantales; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_4665,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Caulobacterales; D_4__Caulobacteraceae; D_5__Brevundimonas
OTU_558,D_0__Bacteria; D_1__Patescibacteria; D_2__Gracilibacteria; D_3__Absconditabacteriales (SR1)
OTU_1873,D_0__Bacteria; D_1__Patescibacteria; D_2__Microgenomatia; D_3__Candidatus Beckwithbacteria; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_1600,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Acetobacterales; D_4__Acetobacteraceae; D_5__Acidocella
OTU_6520,D_0__Bacteria; D_1__Bacteroidetes; D_2__Ignavibacteria; D_3__SJA-28
OTU_1780,Unassigned
OTU_275,D_0__Bacteria; D_1__WOR-1
OTU_209,D_0__Bacteria; D_1__Patescibacteria; D_2__Parcubacteria; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_114,D_0__Bacteria; D_1__Actinobacteria
OTU_265,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria
OTU_1024,D_0__Bacteria; D_1__Nitrospirae; D_2__Nitrospira; D_3__Nitrospirales; D_4__Nitrospiraceae; D_5__Nitrospira
OTU_6105,D_0__Bacteria; D_1__Firmicutes; D_2__Negativicutes; D_3__Selenomonadales; D_4__Veillonellaceae; D_5__Veillonella
OTU_1002,D_0__Bacteria; D_1__Patescibacteria; D_2__Parcubacteria; D_3__Candidatus Azambacteria
OTU_4805,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfuromonadales; D_4__Desulfuromonadaceae; D_5__Desulfuromonas
OTU_356,Unassigned
OTU_2044,Unassigned
OTU_700,D_0__Bacteria; D_1__WPS-2; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_553,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria
OTU_869,Unassigned
OTU_363,D_0__Bacteria; D_1__Omnitrophicaeota
OTU_7173,D_0__Bacteria; D_1__Actinobacteria; D_2__Coriobacteriia; D_3__OPB41
OTU_522,D_0__Bacteria; D_1__Omnitrophicaeota; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_2176,D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Bacillales; D_4__Bacillaceae; D_5__Marinococcus
OTU_840,Unassigned
OTU_495,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfovibrionales; D_4__Desulfovibrionaceae; D_5__Desulfovibrio
OTU_938,Unassigned
OTU_3548,D_0__Bacteria; D_1__Chloroflexi; D_2__TK10
OTU_7951,D_0__Bacteria; D_1__Omnitrophicaeota; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_88,D_0__Bacteria; D_1__Latescibacteria; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_6428,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Sva0485
OTU_315,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Myxococcales; D_4__PS-B29
OTU_1774,Unassigned
OTU_227,Unassigned
OTU_3221,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rickettsiales; D_4__Mitochondria
OTU_3689,Unassigned
OTU_3408,D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__SBR1031; D_4__A4b; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_214,D_0__Bacteria; D_1__BRC1
OTU_2071,D_0__Bacteria; D_1__Nitrospirae; D_2__Thermodesulfovibrionia; D_3__uncultured; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_7043,D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae
OTU_966,D_0__Bacteria; D_1__Planctomycetes; D_2__Phycisphaerae; D_3__CCM11a
OTU_695,Unassigned
OTU_2660,D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Lachnospiraceae; D_5__[Eubacterium] eligens group
OTU_8101,D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Micrococcales; D_4__Brevibacteriaceae; D_5__Brevibacterium
OTU_2271,Unassigned
OTU_1759,Unassigned
OTU_5739,D_0__Bacteria; D_1__Acidobacteria; D_2__Thermoanaerobaculia; D_3__Thermoanaerobaculales; D_4__Thermoanaerobaculaceae; D_5__Thermoanaerobaculum
OTU_403,Unassigned
OTU_1130,D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia
OTU_5999,D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Micrococcales; D_4__Micrococcaceae; D_5__Nesterenkonia
OTU_1149,Unassigned
OTU_3391,D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Lactobacillales; D_4__Lactobacillaceae; D_5__Lactobacillus
OTU_3412,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Syntrophobacterales; D_4__Syntrophaceae; D_5__Desulfomonile
OTU_892,Unassigned
OTU_399,D_0__Bacteria; D_1__Actinobacteria
OTU_6738,D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Micrococcales
OTU_1100,Unassigned
OTU_2569,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Acidiferrobacterales; D_4__Acidiferrobacteraceae; D_5__Sulfurifustis
OTU_980,Unassigned
OTU_2372,D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Chitinophagales; D_4__Saprospiraceae; D_5__uncultured
OTU_4983,Unassigned
OTU_250,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfobacterales; D_4__Desulfobulbaceae
OTU_2253,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria
OTU_764,Unassigned
OTU_8856,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Rhodocyclaceae; D_5__Zoogloea
OTU_519,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Legionellales; D_4__Legionellaceae; D_5__Legionella
OTU_825,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhizobiales; D_4__Beijerinckiaceae; D_5__Methylobacterium
OTU_3583,D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Pseudonocardiales; D_4__Pseudonocardiaceae; D_5__Pseudonocardia
OTU_370,D_0__Bacteria; D_1__Nitrospirae; D_2__Thermodesulfovibrionia; D_3__uncultured
OTU_443,D_0__Bacteria; D_1__Edwardsbacteria; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_1804,D_0__Bacteria; D_1__Planctomycetes; D_2__OM190
OTU_200,D_0__Bacteria
OTU_1304,D_0__Bacteria; D_1__Patescibacteria; D_2__Parcubacteria; D_3__Candidatus Jorgensenbacteria; D_4__Candidatus Adlerbacteria bacterium GW2011_GWC1_50_9; D_5__Candidatus Adlerbacteria bacterium GW2011_GWC1_50_9; D_6__Candidatus Adlerbacteria bacterium GW2011_GWC1_50_9
OTU_355,Unassigned
OTU_1262,D_0__Bacteria; D_1__Desantisbacteria; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa
OTU_5239,D_0__Bacteria; D_1__Chloroflexi; D_2__Dehalococcoidia
OTU_1430,D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__D8A-2
OTU_1404,Unassigned
OTU_864,D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__Anaerolineales; D_4__Anaerolineaceae; D_5__uncultured
OTU_93,D_0__Bacteria; D_1__Patescibacteria; D_2__Parcubacteria
OTU_524,D_0__Bacteria; D_1__Planctomycetes; D_2__Brocadiae; D_3__Brocadiales; D_4__Brocadiaceae
OTU_1121,D_0__Bacteria; D_1__Armatimonadetes; D_2__DG-56; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_3067,D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Pseudonocardiales; D_4__Pseudonocardiaceae; D_5__Pseudonocardia
OTU_854,D_0__Bacteria; D_1__Elusimicrobia; D_2__Elusimicrobia; D_3__Lineage IV
OTU_969,D_0__Bacteria; D_1__Actinobacteria
OTU_376,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfobacterales; D_4__Desulfobacteraceae
OTU_4020,D_0__Bacteria; D_1__Acidobacteria; D_2__Blastocatellia (Subgroup 4); D_3__Blastocatellales; D_4__Blastocatellaceae
OTU_2274,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Rhodocyclaceae; D_5__Azospira
OTU_1136,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfobacterales; D_4__Desulfobacteraceae
OTU_1923,D_0__Bacteria; D_1__Fibrobacteres; D_2__Chitinivibrionia; D_3__uncultured
OTU_2261,D_0__Bacteria; D_1__Actinobacteria
OTU_2927,Unassigned
OTU_3033,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhodobacterales; D_4__Rhodobacteraceae; D_5__Paracoccus
OTU_1878,D_0__Bacteria; D_1__Planctomycetes; D_2__Phycisphaerae; D_3__Phycisphaerales; D_4__Phycisphaeraceae; D_5__uncultured; D_6__uncultured organism
OTU_6027,D_0__Bacteria; D_1__Spirochaetes; D_2__Leptospirae; D_3__Leptospirales; D_4__Leptospiraceae; D_5__metagenome; D_6__metagenome
OTU_842,Unassigned
OTU_1155,D_0__Bacteria; D_1__Patescibacteria; D_2__Parcubacteria; D_3__Candidatus Staskawiczbacteria
OTU_581,D_0__Bacteria; D_1__Actinobacteria; D_2__Coriobacteriia
OTU_3321,D_0__Bacteria; D_1__Patescibacteria; D_2__Microgenomatia; D_3__Candidatus Levybacteria
OTU_5275,D_0__Bacteria; D_1__BRC1; D_2__uncultured organism; D_3__uncultured organism; D_4__uncultured organism; D_5__uncultured organism; D_6__uncultured organism
OTU_323,D_0__Bacteria; D_1__LCP-89; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_1233,D_0__Bacteria; D_1__Verrucomicrobia; D_2__Verrucomicrobiae; D_3__Verrucomicrobiales; D_4__Akkermansiaceae; D_5__Akkermansia; D_6__uncultured bacterium
OTU_494,Unassigned
OTU_1367,D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__D8A-2; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_4108,D_0__Bacteria; D_1__Planctomycetes; D_2__OM190; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_3571,D_0__Bacteria; D_1__Patescibacteria; D_2__Gracilibacteria; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_327,D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Sphingobacteriales; D_4__Lentimicrobiaceae
OTU_1584,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfobacterales; D_4__Desulfobacteraceae
OTU_619,Unassigned
OTU_177,Unassigned
OTU_441,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Candidatus Falkowbacteria
OTU_260,D_0__Bacteria; D_1__Latescibacteria; D_2__uncultured organism; D_3__uncultured organism; D_4__uncultured organism; D_5__uncultured organism; D_6__uncultured organism
OTU_8524,D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Pseudonocardiales; D_4__Pseudonocardiaceae; D_5__Crossiella
OTU_203,D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales
OTU_2234,D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__Anaerolineales; D_4__Anaerolineaceae; D_5__uncultured
OTU_2521,D_0__Bacteria; D_1__Acidobacteria; D_2__Acidobacteriia; D_3__Acidobacteriales; D_4__Acidobacteriaceae (Subgroup 1); D_5__uncultured
OTU_1103,Unassigned
OTU_6654,D_0__Bacteria; D_1__Chloroflexi; D_2__Chloroflexia; D_3__Thermomicrobiales; D_4__Thermomicrobiaceae
OTU_731,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__PB19
OTU_4161,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rickettsiales; D_4__Mitochondria
OTU_1026,D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales
OTU_3117,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfobacterales; D_4__Desulfobulbaceae
OTU_7201,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Hydrogenophilaceae; D_5__uncultured
OTU_643,D_0__Bacteria; D_1__Acidobacteria; D_2__Holophagae; D_3__Holophagales; D_4__Holophagaceae; D_5__Geothrix
OTU_7332,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rickettsiales; D_4__Mitochondria
OTU_2462,D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__Anaerolineales; D_4__Anaerolineaceae; D_5__Pelolinea
OTU_1035,D_0__Bacteria; D_1__Patescibacteria; D_2__Parcubacteria; D_3__Candidatus Moranbacteria
OTU_3719,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rickettsiales; D_4__Mitochondria
OTU_4942,D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Bacillales; D_4__Planococcaceae; D_5__Jeotgalibacillus
OTU_2370,D_0__Bacteria; D_1__Nitrospirae; D_2__Thermodesulfovibrionia; D_3__uncultured; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_8109,D_0__Bacteria; D_1__Hydrogenedentes; D_2__Hydrogenedentia; D_3__Hydrogenedentiales; D_4__Hydrogenedensaceae
OTU_732,D_0__Bacteria; D_1__Omnitrophicaeota; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_2412,D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Lactobacillales; D_4__Streptococcaceae; D_5__Streptococcus
OTU_2411,D_0__Bacteria; D_1__BRC1; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_567,D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__SBR1031; D_4__A4b; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_278,D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__Ardenticatenales; D_4__uncultured
OTU_2291,D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Bacillales; D_4__Bacillaceae
OTU_6853,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Caulobacterales; D_4__Caulobacteraceae; D_5__uncultured
OTU_2845,D_0__Bacteria; D_1__Poribacteria
OTU_7283,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfovibrionales; D_4__Desulfovibrionaceae; D_5__Desulfovibrio
OTU_2011,Unassigned
OTU_592,D_0__Bacteria; D_1__Patescibacteria; D_2__Gracilibacteria
OTU_2508,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhizobiales; D_4__Rhizobiaceae
OTU_6576,D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales; D_4__Flavobacteriaceae; D_5__Flavobacterium
OTU_2177,D_0__Bacteria; D_1__Verrucomicrobia; D_2__Verrucomicrobiae; D_3__Verrucomicrobiales; D_4__Rubritaleaceae; D_5__Luteolibacter
OTU_311,D_0__Bacteria; D_1__Lentisphaerae; D_2__Lentisphaeria; D_3__Victivallales
OTU_561,D_0__Bacteria; D_1__Acidobacteria; D_2__Thermoanaerobaculia; D_3__Thermoanaerobaculales; D_4__Thermoanaerobaculaceae; D_5__TPD-58; D_6__uncultured bacterium
OTU_3787,D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Peptococcaceae; D_5__SCADC1-2-3
OTU_5868,D_0__Bacteria; D_1__Nitrospinae; D_2__P9X2b3D02
OTU_3098,D_0__Bacteria; D_1__LCP-89; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_3159,Unassigned
OTU_225,D_0__Bacteria; D_1__Bacteroidetes; D_2__Ignavibacteria; D_3__Ignavibacteriales; D_4__Ignavibacteriaceae; D_5__Ignavibacterium
OTU_2867,Unassigned
OTU_346,Unassigned
OTU_589,D_0__Bacteria; D_1__Caldiserica; D_2__Caldisericia; D_3__Caldisericales; D_4__TTA-B15; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_358,D_0__Bacteria; D_1__Zixibacteria
OTU_6860,D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Frankiales
OTU_233,D_0__Bacteria; D_1__Actinobacteria; D_2__RBG-16-55-12; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_6770,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Gallionellaceae; D_5__Sideroxydans
OTU_5726,D_0__Bacteria; D_1__Dependentiae; D_2__Babeliae; D_3__Babeliales
OTU_7435,D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Rikenellaceae; D_5__Alistipes
OTU_5204,D_0__Bacteria; D_1__Nitrospirae; D_2__Thermodesulfovibrionia; D_3__uncultured
OTU_4576,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Xanthomonadales; D_4__Rhodanobacteraceae
OTU_337,D_0__Bacteria; D_1__Elusimicrobia; D_2__Elusimicrobia; D_3__Lineage IV
OTU_2001,Unassigned
OTU_1074,Unassigned
OTU_2566,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Paracaedibacterales; D_4__Paracaedibacteraceae; D_5__Candidatus Captivus; D_6__uncultured bacterium
OTU_2941,D_0__Bacteria; D_1__Zixibacteria
OTU_1004,D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Sphingobacteriales; D_4__env.OPS 17
OTU_9233,D_0__Bacteria; D_1__Verrucomicrobia; D_2__Verrucomicrobiae; D_3__LD1-PB3
OTU_984,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Coxiellales; D_4__Coxiellaceae; D_5__Coxiella
OTU_145,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__MBNT15
OTU_436,D_0__Bacteria; D_1__Planctomycetes; D_2__Phycisphaerae; D_3__Phycisphaerales; D_4__AKAU3564 sediment group
OTU_5259,Unassigned
OTU_990,D_0__Bacteria; D_1__Elusimicrobia; D_2__Rs-M47; D_3__uncultured organism; D_4__uncultured organism; D_5__uncultured organism; D_6__uncultured organism
OTU_2200,D_0__Bacteria; D_1__Spirochaetes; D_2__MVP-15; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_479,D_0__Bacteria; D_1__Actinobacteria; D_2__Coriobacteriia; D_3__OPB41
OTU_55,D_0__Bacteria; D_1__Nitrospirae; D_2__Thermodesulfovibrionia; D_3__uncultured
OTU_724,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria
OTU_6522,D_0__Bacteria; D_1__Acidobacteria; D_2__Acidobacteriia; D_3__Acidobacteriales; D_4__Acidobacteriaceae (Subgroup 1)
OTU_1752,Unassigned
OTU_6676,Unassigned
OTU_329,D_0__Bacteria; D_1__Bacteroidetes; D_2__Ignavibacteria; D_3__Kryptoniales; D_4__BSV26; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_1903,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Micavibrionales; D_4__Micavibrionaceae; D_5__uncultured; D_6__uncultured bacterium
OTU_829,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfovibrionales; D_4__Desulfovibrionaceae; D_5__Desulfovibrio
OTU_1535,D_0__Archaea; D_1__Nanoarchaeaeota; D_2__Woesearchaeia; D_3__uncultured archaeon; D_4__uncultured archaeon; D_5__uncultured archaeon; D_6__uncultured archaeon
OTU_1185,Unassigned
OTU_1080,D_0__Bacteria; D_1__Bacteroidetes; D_2__Ignavibacteria; D_3__OPB56
OTU_2010,D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Micrococcales; D_4__Intrasporangiaceae
OTU_1678,D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__Anaerolineales; D_4__Anaerolineaceae; D_5__Pelolinea
OTU_7531,D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Bacillales; D_4__Sporolactobacillaceae
OTU_2646,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__MBNT15
OTU_1104,Unassigned
OTU_383,D_0__Bacteria; D_1__Omnitrophicaeota
OTU_1360,D_0__Bacteria; D_1__Omnitrophicaeota; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_4941,Unassigned
OTU_1373,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Candidatus Falkowbacteria; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_677,D_0__Bacteria; D_1__Nitrospirae; D_2__Thermodesulfovibrionia; D_3__uncultured
OTU_514,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfobacterales; D_4__Desulfobulbaceae
OTU_4292,D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Family XI; D_5__Sedimentibacter
OTU_74,D_0__Bacteria; D_1__Chlamydiae; D_2__LD1-PA32
OTU_2503,D_0__Bacteria; D_1__Chloroflexi; D_2__Dehalococcoidia
OTU_6420,Unassigned
OTU_461,D_0__Bacteria; D_1__Planctomycetes; D_2__vadinHA49
OTU_3094,D_0__Bacteria; D_1__Patescibacteria; D_2__Gracilibacteria; D_3__Candidatus Peregrinibacteria; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_631,D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Candidatus Komeilibacteria; D_4__Parcubacteria group bacterium GW2011_GWF2_45_11; D_5__Parcubacteria group bacterium GW2011_GWF2_45_11; D_6__Parcubacteria group bacterium GW2011_GWF2_45_11
OTU_7200,D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae; D_5__Subdoligranulum; D_6__uncultured bacterium
OTU_6400,D_0__Bacteria; D_1__Nitrospirae; D_2__Thermodesulfovibrionia; D_3__uncultured; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_280,D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__Anaerolineales; D_4__Anaerolineaceae; D_5__Pelolinea
OTU_536,D_0__Bacteria; D_1__Bacteroidetes; D_2__Ignavibacteria; D_3__Ignavibacteriales
OTU_2172,Unassigned
OTU_1212,D_0__Bacteria; D_1__Elusimicrobia; D_2__Rs-M47
OTU_269,D_0__Bacteria; D_1__Patescibacteria; D_2__Gracilibacteria; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_843,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhizobiales; D_4__Xanthobacteraceae; D_5__Bradyrhizobium
OTU_1402,D_0__Bacteria; D_1__Patescibacteria; D_2__Microgenomatia; D_3__Candidatus Beckwithbacteria
OTU_599,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Myxococcales
OTU_1192,D_0__Bacteria; D_1__Omnitrophicaeota; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_364,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfarculales; D_4__Desulfarculaceae; D_5__Desulfatiglans
OTU_543,D_0__Bacteria; D_1__Zixibacteria
OTU_1008,Unassigned
OTU_1501,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Sphingomonadales; D_4__Sphingomonadaceae
OTU_1553,Unassigned
OTU_1472,D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Syntrophomonadaceae; D_5__Dethiobacter
OTU_3538,D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales
OTU_780,D_0__Bacteria; D_1__Dependentiae; D_2__Babeliae; D_3__Babeliales
OTU_1312,D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Bacteroidetes vadinHA17
OTU_4679,D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Oligoflexales; D_4__0319-6G20
OTU_1005,D_0__Bacteria; D_1__Patescibacteria; D_2__Gracilibacteria; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_1154,Unassigned
OTU_1539,D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Caulobacterales; D_4__Caulobacteraceae; D_5__Brevundimonas
OTU_2022,D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales; D_4__Flavobacteriaceae; D_5__Flavobacterium
OTU_2991,D_0__Bacteria; D_1__Planctomycetes; D_2__Planctomycetacia; D_3__Gemmatales; D_4__Gemmataceae
OTU_105,D_0__Bacteria; D_1__Bacteroidetes; D_2__Ignavibacteria; D_3__OPB56
OTU_1199,D_0__Bacteria; D_1__Patescibacteria; D_2__Parcubacteria; D_3__Candidatus Nomurabacteria
OTU_9240,D_0__Bacteria; D_1__Actinobacteria; D_2__Nitriliruptoria; D_3__Nitriliruptorales; D_4__Nitriliruptoraceae
