"","Comparison","SIMPER","OTU"
"10308","D1.inert.control_D3.mineral",0,"Bacteroidetes.Ignavibacteria.Ignavibacteriales.BSN166"
"10309","D1.inert.control_D3.mineral",0,"Bacteroidetes.Ignavibacteria.Ignavibacteriales.Melioribacteraceae"
"10310","D1.inert.control_D3.mineral",0,"Bacteroidetes.Ignavibacteria.Kryptoniales.MSB-3C8"
"10311","D1.inert.control_D3.mineral",0,"Bacteroidetes.OC31.uncultured bacterium.uncultured bacterium"
"10312","D1.inert.control_D3.mineral",0,"Bacteroidetes.Rhodothermia.Rhodothermales.Rhodothermaceae"
"10313","D1.inert.control_D3.mineral",0,"Caldiserica.Caldisericia.Caldisericales.TTA-B15"
"10314","D1.inert.control_D3.mineral",0,"Chlamydiae.LD1-PA32.Other.Other"
"10315","D1.inert.control_D3.mineral",0,"Chloroflexi.Anaerolineae.Caldilineales.Caldilineaceae"
"10316","D1.inert.control_D3.mineral",0,"Chloroflexi.Anaerolineae.MSB-5E12.uncultured bacterium"
"10317","D1.inert.control_D3.mineral",0,"Chloroflexi.Anaerolineae.SBR1031.uncultured bacterium"
"10318","D1.inert.control_D3.mineral",0,"Chloroflexi.Anaerolineae.SJA-15.uncultured bacterium"
"10319","D1.inert.control_D3.mineral",0,"Chloroflexi.Anaerolineae.uncultured Bellilinea sp..uncultured Bellilinea sp."
"10320","D1.inert.control_D3.mineral",0,"Chloroflexi.Chloroflexia.Thermomicrobiales.Thermomicrobiaceae"
"10321","D1.inert.control_D3.mineral",0,"Chloroflexi.Dehalococcoidia.661239.Other"
"10322","D1.inert.control_D3.mineral",0,"Chloroflexi.Dehalococcoidia.GIF3.uncultured bacterium"
"10323","D1.inert.control_D3.mineral",0,"Chloroflexi.Dehalococcoidia.GIF9.uncultured bacterium"
"10324","D1.inert.control_D3.mineral",0,"Chloroflexi.Dehalococcoidia.H3.93.Other"
"10325","D1.inert.control_D3.mineral",0,"Chloroflexi.Dehalococcoidia.JdFR-54.Dehalococcoides sp. JdFR-54"
"10326","D1.inert.control_D3.mineral",0,"Chloroflexi.Dehalococcoidia.MSBL5.uncultured organism"
"10327","D1.inert.control_D3.mineral",0,"Chloroflexi.Dehalococcoidia.SAR202 clade.uncultured bacterium"
"10328","D1.inert.control_D3.mineral",0,"Chloroflexi.Dehalococcoidia.SAR202 clade.uncultured eubacterium H1.2.f"
"10329","D1.inert.control_D3.mineral",0,"Chloroflexi.Dehalococcoidia.SAR202 clade.Other"
"10330","D1.inert.control_D3.mineral",0,"Chloroflexi.Dehalococcoidia.Sh765B-AG-111.uncultured bacterium"
"10331","D1.inert.control_D3.mineral",0,"Chloroflexi.Dehalococcoidia.vadinBA26.uncultured bacterium"
"10332","D1.inert.control_D3.mineral",0,"Chloroflexi.Gitt-GS-136.Other.Other"
"10333","D1.inert.control_D3.mineral",0,"Chloroflexi.JG30-KF-CM66.uncultured bacterium.uncultured bacterium"
"10334","D1.inert.control_D3.mineral",0,"Chloroflexi.JG30-KF-CM66.Other.Other"
"10335","D1.inert.control_D3.mineral",0,"Chloroflexi.Ktedonobacteria.C0119.uncultured bacterium"
"10336","D1.inert.control_D3.mineral",0,"Chloroflexi.OLB14.Other.Other"
"10337","D1.inert.control_D3.mineral",0,"Chloroflexi.TK10.Other.Other"
"10338","D1.inert.control_D3.mineral",0,"Cyanobacteria.Melainabacteria.Caenarcaniphilales.uncultured bacterium"
"10339","D1.inert.control_D3.mineral",0,"Cyanobacteria.Melainabacteria.Caenarcaniphilales.uncultured cyanobacterium"
"10340","D1.inert.control_D3.mineral",0,"Cyanobacteria.Melainabacteria.Obscuribacterales.uncultured bacterium"
"10341","D1.inert.control_D3.mineral",0,"Cyanobacteria.Melainabacteria.Obscuribacterales.Other"
"10342","D1.inert.control_D3.mineral",0,"Cyanobacteria.Melainabacteria.Vampirovibrionales.uncultured bacterium"
"10343","D1.inert.control_D3.mineral",0,"Cyanobacteria.Melainabacteria.Vampirovibrionales.Other"
"10344","D1.inert.control_D3.mineral",0,"Cyanobacteria.Oxyphotobacteria.Nostocales.Phormidiaceae"
"10345","D1.inert.control_D3.mineral",0,"Cyanobacteria.Sericytochromatia.Other.Other"
"10346","D1.inert.control_D3.mineral",0,"Dependentiae.Babeliae.Babeliales.UBA12409"
"10347","D1.inert.control_D3.mineral",0,"Desantisbacteria.Candidatus Desantisbacteria bacterium CG1_02_49_89.Candidatus Desantisbacteria bacterium CG1_02_49_89.Candidatus Desantisbacteria bacterium CG1_02_49_89"
"10348","D1.inert.control_D3.mineral",0,"Desantisbacteria.Other.Other.Other"
"10349","D1.inert.control_D3.mineral",0,"Elusimicrobia.Elusimicrobia.Lineage IV.Ambiguous_taxa"
"10350","D1.inert.control_D3.mineral",0,"Elusimicrobia.Elusimicrobia.MVP-88.uncultured bacterium"
"10351","D1.inert.control_D3.mineral",0,"Elusimicrobia.Elusimicrobia.MVP-88.Other"
"10352","D1.inert.control_D3.mineral",0,"Elusimicrobia.Elusimicrobia.Other.Other"
"10353","D1.inert.control_D3.mineral",0,"Elusimicrobia.Lineage IIa.Other.Other"
"10354","D1.inert.control_D3.mineral",0,"Elusimicrobia.Lineage IIb.uncultured bacterium.uncultured bacterium"
"10355","D1.inert.control_D3.mineral",0,"Elusimicrobia.Lineage IIb.Other.Other"
"10356","D1.inert.control_D3.mineral",0,"Elusimicrobia.Lineage IIc.Elusimicrobia bacterium RIFOXYA2_FULL_39_19.Elusimicrobia bacterium RIFOXYA2_FULL_39_19"
"10357","D1.inert.control_D3.mineral",0,"Elusimicrobia.Lineage IIc.uncultured bacterium.uncultured bacterium"
"10358","D1.inert.control_D3.mineral",0,"Elusimicrobia.Other.Other.Other"
"10359","D1.inert.control_D3.mineral",0,"Entotheonellaeota.Entotheonellia.Entotheonellales.Entotheonellaceae"
"10360","D1.inert.control_D3.mineral",0,"Epsilonbacteraeota.Campylobacteria.Campylobacterales.uncultured"
"10361","D1.inert.control_D3.mineral",0,"FBP.Armatimonadetes bacterium CG2_30_66_41.Armatimonadetes bacterium CG2_30_66_41.Armatimonadetes bacterium CG2_30_66_41"
"10362","D1.inert.control_D3.mineral",0,"Fibrobacteres.Fibrobacteria.Fibrobacterales.Candidatus Raymondbacteria"
"10363","D1.inert.control_D3.mineral",0,"Fibrobacteres.Fibrobacteria.Fibrobacterales.Fibrobacteraceae"
"10364","D1.inert.control_D3.mineral",0,"Fibrobacteres.Fibrobacteria.Fibrobacterales.Other"
"10365","D1.inert.control_D3.mineral",0,"Firestonebacteria.Other.Other.Other"
"10366","D1.inert.control_D3.mineral",0,"Firmicutes.Bacilli.Bacillales.Alicyclobacillaceae"
"10367","D1.inert.control_D3.mineral",0,"Firmicutes.Bacilli.Bacillales.Family XII"
"10368","D1.inert.control_D3.mineral",0,"Firmicutes.Bacilli.Bacillales.Paenibacillaceae"
"10369","D1.inert.control_D3.mineral",0,"Firmicutes.Bacilli.Bacillales.Sporolactobacillaceae"
"10370","D1.inert.control_D3.mineral",0,"Firmicutes.Bacilli.Bacillales.Thermoactinomycetaceae"
"10371","D1.inert.control_D3.mineral",0,"Firmicutes.Bacilli.Bacillales.Other"
"10372","D1.inert.control_D3.mineral",0,"Firmicutes.Bacilli.Lactobacillales.Carnobacteriaceae"
"10373","D1.inert.control_D3.mineral",0,"Firmicutes.Clostridia.Clostridiales.Family XIII"
"10374","D1.inert.control_D3.mineral",0,"Firmicutes.Clostridia.Clostridiales.Family XVIII"
"10375","D1.inert.control_D3.mineral",0,"Firmicutes.Clostridia.Clostridiales.Gracilibacteraceae"
"10376","D1.inert.control_D3.mineral",0,"Firmicutes.Clostridia.Clostridiales.Heliobacteriaceae"
"10377","D1.inert.control_D3.mineral",0,"Firmicutes.Clostridia.Clostridiales.TSAC18"
"10378","D1.inert.control_D3.mineral",0,"Firmicutes.Clostridia.D8A-2.uncultured bacterium"
"10379","D1.inert.control_D3.mineral",0,"Firmicutes.Clostridia.DTU014.Other"
"10380","D1.inert.control_D3.mineral",0,"Firmicutes.Clostridia.Thermoanaerobacterales.Thermoanaerobacteraceae"
"10381","D1.inert.control_D3.mineral",0,"Fusobacteria.Fusobacteriia.Fusobacteriales.Fusobacteriaceae"
"10382","D1.inert.control_D3.mineral",0,"GAL15.Other.Other.Other"
"10383","D1.inert.control_D3.mineral",0,"Gemmatimonadetes.BD2-11 terrestrial group.Other.Other"
"10384","D1.inert.control_D3.mineral",0,"Gemmatimonadetes.MD2902-B12.uncultured bacterium.uncultured bacterium"
"10385","D1.inert.control_D3.mineral",0,"Gemmatimonadetes.S0134 terrestrial group.Other.Other"
"10386","D1.inert.control_D3.mineral",0,"LCP-89.Other.Other.Other"
"10387","D1.inert.control_D3.mineral",0,"Lentisphaerae.Lentisphaeria.Victivallales.Arctic95B-14"
"10388","D1.inert.control_D3.mineral",0,"Lentisphaerae.Lentisphaeria.Victivallales.PRD18C08"
"10389","D1.inert.control_D3.mineral",0,"Lentisphaerae.Other.Other.Other"
"10390","D1.inert.control_D3.mineral",0,"Lindowbacteria.Candidatus Lindowbacteria bacterium RIFCSPLOWO2_02_FULL_62_12.Candidatus Lindowbacteria bacterium RIFCSPLOWO2_02_FULL_62_12.Candidatus Lindowbacteria bacterium RIFCSPLOWO2_02_FULL_62_12"
"10391","D1.inert.control_D3.mineral",0,"Margulisbacteria.uncultured bacterium.uncultured bacterium.uncultured bacterium"
"10392","D1.inert.control_D3.mineral",0,"Margulisbacteria.uncultured marine cyanobacterium.uncultured marine cyanobacterium.uncultured marine cyanobacterium"
"10393","D1.inert.control_D3.mineral",0,"Nitrospirae.BMS9AB35.Other.Other"
"10394","D1.inert.control_D3.mineral",0,"Nitrospirae.Nitrospira.Nitrospirales.Nitrospiraceae"
"10395","D1.inert.control_D3.mineral",0,"Nitrospirae.Thermodesulfovibrionia.Thermodesulfovibrionales.Thermodesulfovibrionaceae"
"10396","D1.inert.control_D3.mineral",0,"Omnitrophicaeota.Ambiguous_taxa.Ambiguous_taxa.Ambiguous_taxa"
"10397","D1.inert.control_D3.mineral",0,"Omnitrophicaeota.Omnitrophia.Omnitrophales.Omnitrophaceae"
"10398","D1.inert.control_D3.mineral",0,"Omnitrophicaeota.Omnitrophica WOR_2 bacterium RIFCSPLOWO2_12_FULL_51_24.Omnitrophica WOR_2 bacterium RIFCSPLOWO2_12_FULL_51_24.Omnitrophica WOR_2 bacterium RIFCSPLOWO2_12_FULL_51_24"
"10399","D1.inert.control_D3.mineral",0,"Omnitrophicaeota.uncultured Omnitrophica bacterium.uncultured Omnitrophica bacterium.uncultured Omnitrophica bacterium"
"10400","D1.inert.control_D3.mineral",0,"Omnitrophicaeota.uncultured Verrucomicrobia bacterium.uncultured Verrucomicrobia bacterium.uncultured Verrucomicrobia bacterium"
"10401","D1.inert.control_D3.mineral",0,"Patescibacteria.ABY1.Candidatus Buchananbacteria.Parcubacteria group bacterium GW2011_GWA2_38_13"
"10402","D1.inert.control_D3.mineral",0,"Patescibacteria.ABY1.Candidatus Buchananbacteria.uncultured bacterium"
"10403","D1.inert.control_D3.mineral",0,"Patescibacteria.ABY1.Candidatus Buchananbacteria.Other"
"10404","D1.inert.control_D3.mineral",0,"Patescibacteria.ABY1.Candidatus Kerfeldbacteria.uncultured Parcubacteria group bacterium"
"10405","D1.inert.control_D3.mineral",0,"Patescibacteria.ABY1.Candidatus Kerfeldbacteria.uncultured soil bacterium"
"10406","D1.inert.control_D3.mineral",0,"Patescibacteria.ABY1.Candidatus Komeilibacteria.Parcubacteria group bacterium GW2011_GWF2_45_11"
"10407","D1.inert.control_D3.mineral",0,"Patescibacteria.ABY1.Candidatus Komeilibacteria.Other"
"10408","D1.inert.control_D3.mineral",0,"Patescibacteria.ABY1.Candidatus Kuenenbacteria.Parcubacteria bacterium SCGC AAA011-N16"
"10409","D1.inert.control_D3.mineral",0,"Patescibacteria.ABY1.Candidatus Magasanikbacteria.Candidatus Magasanikbacteria bacterium GW2011_GWA2_41_55"
"10410","D1.inert.control_D3.mineral",0,"Patescibacteria.ABY1.Candidatus Magasanikbacteria.Candidatus Magasanikbacteria bacterium GW2011_GWC2_45_8"
"10411","D1.inert.control_D3.mineral",0,"Patescibacteria.ABY1.Candidatus Magasanikbacteria.Candidatus Magasanikbacteria bacterium RIFCSPHIGHO2_12_FULL_41_16"
"10412","D1.inert.control_D3.mineral",0,"Patescibacteria.ABY1.Candidatus Magasanikbacteria.Candidatus Magasanikbacteria bacterium RIFOXYC2_FULL_42_28"
"10413","D1.inert.control_D3.mineral",0,"Patescibacteria.ABY1.Candidatus Magasanikbacteria.Candidatus Magasanikbacteria bacterium RIFOXYD2_FULL_36_9"
"10414","D1.inert.control_D3.mineral",0,"Patescibacteria.ABY1.Candidatus Magasanikbacteria.Candidatus Uhrbacteria bacterium RIFCSPHIGHO2_02_FULL_57_19"
"10415","D1.inert.control_D3.mineral",0,"Patescibacteria.ABY1.Candidatus Uhrbacteria.Ambiguous_taxa"
"10416","D1.inert.control_D3.mineral",0,"Patescibacteria.ABY1.Candidatus Uhrbacteria.uncultured Parcubacteria group bacterium"
"10417","D1.inert.control_D3.mineral",0,"Patescibacteria.ABY1.Candidatus Uhrbacteria.uncultured bacterium"
"10418","D1.inert.control_D3.mineral",0,"Patescibacteria.Berkelbacteria.candidate division WS2 bacterium ADurb.Bin280.candidate division WS2 bacterium ADurb.Bin280"
"10419","D1.inert.control_D3.mineral",0,"Patescibacteria.Berkelbacteria.uncultured bacterium.uncultured bacterium"
"10420","D1.inert.control_D3.mineral",0,"Patescibacteria.Gracilibacteria.Candidatus Peregrinibacteria.uncultured marine bacterium"
"10421","D1.inert.control_D3.mineral",0,"Patescibacteria.Gracilibacteria.Candidatus Peregrinibacteria.uncultured proteobacterium"
"10422","D1.inert.control_D3.mineral",0,"Patescibacteria.Gracilibacteria.Candidatus Peribacteria.uncultured bacterium"
"10423","D1.inert.control_D3.mineral",0,"Patescibacteria.Gracilibacteria.Candidatus Peribacteria.Other"
"10424","D1.inert.control_D3.mineral",0,"Patescibacteria.Microgenomatia.Candidatus Amesbacteria.Candidatus Amesbacteria bacterium GW2011_GWA2_42_12"
"10425","D1.inert.control_D3.mineral",0,"Patescibacteria.Microgenomatia.Candidatus Amesbacteria.Other"
"10426","D1.inert.control_D3.mineral",0,"Patescibacteria.Microgenomatia.Candidatus Beckwithbacteria.uncultured bacterium"
"10427","D1.inert.control_D3.mineral",0,"Patescibacteria.Microgenomatia.Candidatus Chisholmbacteria.uncultured bacterium"
"10428","D1.inert.control_D3.mineral",0,"Patescibacteria.Microgenomatia.Candidatus Collierbacteria.groundwater metagenome"
"10429","D1.inert.control_D3.mineral",0,"Patescibacteria.Microgenomatia.Candidatus Collierbacteria.uncultured Chloroflexi bacterium"
"10430","D1.inert.control_D3.mineral",0,"Patescibacteria.Microgenomatia.Candidatus Curtissbacteria.uncultured bacterium"
"10431","D1.inert.control_D3.mineral",0,"Patescibacteria.Microgenomatia.Candidatus Curtissbacteria.Other"
"10432","D1.inert.control_D3.mineral",0,"Patescibacteria.Microgenomatia.Candidatus Daviesbacteria.Candidatus Daviesbacteria bacterium GW2011_GWC2_40_12"
"10433","D1.inert.control_D3.mineral",0,"Patescibacteria.Microgenomatia.Candidatus Daviesbacteria.uncultured Microgenomates group bacterium"
"10434","D1.inert.control_D3.mineral",0,"Patescibacteria.Microgenomatia.Candidatus Daviesbacteria.uncultured bacterium"
"10435","D1.inert.control_D3.mineral",0,"Patescibacteria.Microgenomatia.Candidatus Daviesbacteria.Other"
"10436","D1.inert.control_D3.mineral",0,"Patescibacteria.Microgenomatia.Candidatus Levybacteria.uncultured soil bacterium"
"10437","D1.inert.control_D3.mineral",0,"Patescibacteria.Microgenomatia.Candidatus Levybacteria.Other"
"10438","D1.inert.control_D3.mineral",0,"Patescibacteria.Microgenomatia.Candidatus Pacebacteria.uncultured bacterium"
"10439","D1.inert.control_D3.mineral",0,"Patescibacteria.Microgenomatia.Candidatus Roizmanbacteria.Other"
"10440","D1.inert.control_D3.mineral",0,"Patescibacteria.Microgenomatia.Candidatus Shapirobacteria.uncultured bacterium"
"10441","D1.inert.control_D3.mineral",0,"Patescibacteria.Microgenomatia.Candidatus Woesebacteria.Ambiguous_taxa"
"10442","D1.inert.control_D3.mineral",0,"Patescibacteria.Microgenomatia.Candidatus Woesebacteria.Candidatus Woesebacteria bacterium RBG_13_46_13"
"10443","D1.inert.control_D3.mineral",0,"Patescibacteria.Microgenomatia.Candidatus Woesebacteria.Candidatus Woesebacteria bacterium RBG_19FT_COMBO_42_9"
"10444","D1.inert.control_D3.mineral",0,"Patescibacteria.Microgenomatia.Candidatus Woesebacteria.metagenome"
"10445","D1.inert.control_D3.mineral",0,"Patescibacteria.Microgenomatia.Candidatus Woesebacteria.uncultured Microgenomates group bacterium"
"10446","D1.inert.control_D3.mineral",0,"Patescibacteria.Microgenomatia.Candidatus Woesebacteria.uncultured bacterium"
"10447","D1.inert.control_D3.mineral",0,"Patescibacteria.Microgenomatia.Candidatus Woykebacteria.Candidatus Woykebacteria bacterium RBG_13_40_7b"
"10448","D1.inert.control_D3.mineral",0,"Patescibacteria.Microgenomatia.Candidatus Woykebacteria.uncultured bacterium"
"10449","D1.inert.control_D3.mineral",0,"Patescibacteria.Microgenomatia.Candidatus Woykebacteria.Other"
"10450","D1.inert.control_D3.mineral",0,"Patescibacteria.Microgenomatia.Other.Other"
"10451","D1.inert.control_D3.mineral",0,"Patescibacteria.Parcubacteria.Candidatus Adlerbacteria.Other"
"10452","D1.inert.control_D3.mineral",0,"Patescibacteria.Parcubacteria.Candidatus Azambacteria.uncultured bacterium"
"10453","D1.inert.control_D3.mineral",0,"Patescibacteria.Parcubacteria.Candidatus Azambacteria.Other"
"10454","D1.inert.control_D3.mineral",0,"Patescibacteria.Parcubacteria.Candidatus Colwellbacteria.Ambiguous_taxa"
"10455","D1.inert.control_D3.mineral",0,"Patescibacteria.Parcubacteria.Candidatus Colwellbacteria.Other"
"10456","D1.inert.control_D3.mineral",0,"Patescibacteria.Parcubacteria.Candidatus Giovannonibacteria.uncultured bacterium"
"10457","D1.inert.control_D3.mineral",0,"Patescibacteria.Parcubacteria.Candidatus Jorgensenbacteria.Candidatus Jorgensenbacteria bacterium GW2011_GWA1_48_13"
"10458","D1.inert.control_D3.mineral",0,"Patescibacteria.Parcubacteria.Candidatus Kaiserbacteria.groundwater metagenome"
"10459","D1.inert.control_D3.mineral",0,"Patescibacteria.Parcubacteria.Candidatus Kaiserbacteria.metagenome"
"10460","D1.inert.control_D3.mineral",0,"Patescibacteria.Parcubacteria.Candidatus Kaiserbacteria.uncultured bacterium"
"10461","D1.inert.control_D3.mineral",0,"Patescibacteria.Parcubacteria.Candidatus Liptonbacteria.Other"
"10462","D1.inert.control_D3.mineral",0,"Patescibacteria.Parcubacteria.Candidatus Lloydbacteria.Other"
"10463","D1.inert.control_D3.mineral",0,"Patescibacteria.Parcubacteria.Candidatus Moranbacteria.uncultured soil bacterium"
"10464","D1.inert.control_D3.mineral",0,"Patescibacteria.Parcubacteria.Candidatus Nomurabacteria.uncultured bacterium"
"10465","D1.inert.control_D3.mineral",0,"Patescibacteria.Parcubacteria.Candidatus Nomurabacteria.wastewater metagenome"
"10466","D1.inert.control_D3.mineral",0,"Patescibacteria.Parcubacteria.Candidatus Ryanbacteria.Candidatus Ryanbacteria bacterium RIFCSPHIGHO2_02_FULL_48_12"
"10467","D1.inert.control_D3.mineral",0,"Patescibacteria.Parcubacteria.Candidatus Spechtbacteria.Ambiguous_taxa"
"10468","D1.inert.control_D3.mineral",0,"Patescibacteria.Parcubacteria.Candidatus Vogelbacteria.Other"
"10469","D1.inert.control_D3.mineral",0,"Patescibacteria.Parcubacteria.Candidatus Wolfebacteria.Ambiguous_taxa"
"10470","D1.inert.control_D3.mineral",0,"Patescibacteria.Parcubacteria.Candidatus Wolfebacteria.Candidatus Wolfebacteria bacterium GW2011_GWC1_37_10"
"10471","D1.inert.control_D3.mineral",0,"Patescibacteria.Parcubacteria.Candidatus Yanofskybacteria.Candidatus Yanofskybacteria bacterium GW2011_GWF2_43_596"
"10472","D1.inert.control_D3.mineral",0,"Patescibacteria.Parcubacteria.Candidatus Yanofskybacteria.uncultured bacterium"
"10473","D1.inert.control_D3.mineral",0,"Patescibacteria.Parcubacteria.Candidatus Yanofskybacteria.Other"
"10474","D1.inert.control_D3.mineral",0,"Patescibacteria.Parcubacteria.Candidatus Yonathbacteria.Other"
"10475","D1.inert.control_D3.mineral",0,"Patescibacteria.Parcubacteria.Candidatus Zambryskibacteria.Parcubacteria group bacterium GW2011_GWA2_40_14"
"10476","D1.inert.control_D3.mineral",0,"Patescibacteria.Parcubacteria.Candidatus Zambryskibacteria.Other"
"10477","D1.inert.control_D3.mineral",0,"Patescibacteria.Parcubacteria.GWB1-42-6.uncultured Parcubacteria group bacterium"
"10478","D1.inert.control_D3.mineral",0,"Patescibacteria.Parcubacteria.GWB1-42-6.Other"
"10479","D1.inert.control_D3.mineral",0,"Patescibacteria.Parcubacteria.Paceibacterales.Paceibacteraceae"
"10480","D1.inert.control_D3.mineral",0,"Patescibacteria.Parcubacteria.Parcubacteria group bacterium GW2011_GWA1_40_21.Parcubacteria group bacterium GW2011_GWA1_40_21"
"10481","D1.inert.control_D3.mineral",0,"Patescibacteria.Parcubacteria.UBA9983.uncultured bacterium"
"10482","D1.inert.control_D3.mineral",0,"Patescibacteria.Parcubacteria.UBA9983.Other"
"10483","D1.inert.control_D3.mineral",0,"Patescibacteria.Parcubacteria.uncultured organism.uncultured organism"
"10484","D1.inert.control_D3.mineral",0,"Patescibacteria.Saccharimonadia.Saccharimonadales.Other"
"10485","D1.inert.control_D3.mineral",0,"Patescibacteria.WWE3.Ambiguous_taxa.Ambiguous_taxa"
"10486","D1.inert.control_D3.mineral",0,"Planctomycetes.028H05-P-BN-P5.Other.Other"
"10487","D1.inert.control_D3.mineral",0,"Planctomycetes.BD7-11.uncultured bacterium.uncultured bacterium"
"10488","D1.inert.control_D3.mineral",0,"Planctomycetes.BD7-11.uncultured organism.uncultured organism"
"10489","D1.inert.control_D3.mineral",0,"Planctomycetes.BD7-11.Other.Other"
"10490","D1.inert.control_D3.mineral",0,"Planctomycetes.Brocadiae.Brocadiales.Brocadiaceae"
"10491","D1.inert.control_D3.mineral",0,"Planctomycetes.Brocadiae.Brocadiales.GWA2-50-13"
"10492","D1.inert.control_D3.mineral",0,"Planctomycetes.Brocadiae.Brocadiales.Scalinduaceae"
"10493","D1.inert.control_D3.mineral",0,"Planctomycetes.OM190.metagenome.metagenome"
"10494","D1.inert.control_D3.mineral",0,"Planctomycetes.OM190.uncultured planctomycete.uncultured planctomycete"
"10495","D1.inert.control_D3.mineral",0,"Planctomycetes.Phycisphaerae.DG-20.uncultured bacterium"
"10496","D1.inert.control_D3.mineral",0,"Planctomycetes.Phycisphaerae.MSBL9.GWC2-45-44"
"10497","D1.inert.control_D3.mineral",0,"Planctomycetes.Phycisphaerae.MSBL9.SM23-30"
"10498","D1.inert.control_D3.mineral",0,"Planctomycetes.Phycisphaerae.Phycisphaerales.AKAU3564 sediment group"
"10499","D1.inert.control_D3.mineral",0,"Planctomycetes.Phycisphaerae.Phycisphaerales.Phycisphaeraceae"
"10500","D1.inert.control_D3.mineral",0,"Planctomycetes.Phycisphaerae.Pla1 lineage.Other"
"10501","D1.inert.control_D3.mineral",0,"Planctomycetes.Phycisphaerae.S-70.Other"
"10502","D1.inert.control_D3.mineral",0,"Planctomycetes.Phycisphaerae.Tepidisphaerales.WD2101 soil group"
"10503","D1.inert.control_D3.mineral",0,"Planctomycetes.Phycisphaerae.Other.Other"
"10504","D1.inert.control_D3.mineral",0,"Planctomycetes.Pla3 lineage.uncultured bacterium.uncultured bacterium"
"10505","D1.inert.control_D3.mineral",0,"Planctomycetes.Pla3 lineage.Other.Other"
"10506","D1.inert.control_D3.mineral",0,"Planctomycetes.Pla4 lineage.uncultured Planctomycetales bacterium.uncultured Planctomycetales bacterium"
"10507","D1.inert.control_D3.mineral",0,"Planctomycetes.Planctomycetacia.Isosphaerales.Isosphaeraceae"
"10508","D1.inert.control_D3.mineral",0,"Planctomycetes.Planctomycetacia.Planctomycetales.Rubinisphaeraceae"
"10509","D1.inert.control_D3.mineral",0,"Planctomycetes.Planctomycetacia.Planctomycetales.Schlesneriaceae"
"10510","D1.inert.control_D3.mineral",0,"Planctomycetes.Planctomycetacia.Planctomycetales.uncultured"
"10511","D1.inert.control_D3.mineral",0,"Planctomycetes.Planctomycetacia.uncultured.Other"
"10512","D1.inert.control_D3.mineral",0,"Planctomycetes.SPG12-343-353-B69.uncultured bacterium.uncultured bacterium"
"10513","D1.inert.control_D3.mineral",0,"Planctomycetes.vadinHA49.uncultured bacterium.uncultured bacterium"
"10514","D1.inert.control_D3.mineral",0,"Planctomycetes.vadinHA49.uncultured organism.uncultured organism"
"10515","D1.inert.control_D3.mineral",0,"Planctomycetes.Other.Other.Other"
"10516","D1.inert.control_D3.mineral",0,"Poribacteria.Other.Other.Other"
"10517","D1.inert.control_D3.mineral",0,"Alphaproteobacteria.Acetobacterales.Acetobacterales Incertae Sedis"
"10518","D1.inert.control_D3.mineral",0,"Alphaproteobacteria.Azospirillales.Azospirillaceae"
"10519","D1.inert.control_D3.mineral",0,"Alphaproteobacteria.Azospirillales.Azospirillales Incertae Sedis"
"10520","D1.inert.control_D3.mineral",0,"Alphaproteobacteria.Azospirillales.uncultured"
"10521","D1.inert.control_D3.mineral",0,"Alphaproteobacteria.Caedibacterales.Caedibacteraceae"
"10522","D1.inert.control_D3.mineral",0,"Alphaproteobacteria.Caulobacterales.Parvularculaceae"
"10523","D1.inert.control_D3.mineral",0,"Alphaproteobacteria.Dongiales.Dongiaceae"
"10524","D1.inert.control_D3.mineral",0,"Alphaproteobacteria.Elsterales.uncultured"
"10525","D1.inert.control_D3.mineral",0,"Alphaproteobacteria.Micavibrionales.Micavibrionaceae"
"10526","D1.inert.control_D3.mineral",0,"Alphaproteobacteria.Micavibrionales.uncultured"
"10527","D1.inert.control_D3.mineral",0,"Alphaproteobacteria.Micavibrionales.Other"
"10528","D1.inert.control_D3.mineral",0,"Alphaproteobacteria.Micropepsales.Micropepsaceae"
"10529","D1.inert.control_D3.mineral",0,"Alphaproteobacteria.NRL2.Other"
"10530","D1.inert.control_D3.mineral",0,"Alphaproteobacteria.Rhizobiales.A0839"
"10531","D1.inert.control_D3.mineral",0,"Alphaproteobacteria.Rhizobiales.KF-JG30-B3"
"10532","D1.inert.control_D3.mineral",0,"Alphaproteobacteria.Rhizobiales.Kaistiaceae"
"10533","D1.inert.control_D3.mineral",0,"Alphaproteobacteria.Rhizobiales.uncultured"
"10534","D1.inert.control_D3.mineral",0,"Alphaproteobacteria.Rhizobiales.Other"
"10535","D1.inert.control_D3.mineral",0,"Alphaproteobacteria.Rhodospirillales.Rhodopirillaceae"
"10536","D1.inert.control_D3.mineral",0,"Alphaproteobacteria.Rhodospirillales.Other"
"10537","D1.inert.control_D3.mineral",0,"Alphaproteobacteria.Rhodovibrionales.Fodinicurvataceae"
"10538","D1.inert.control_D3.mineral",0,"Alphaproteobacteria.Rhodovibrionales.Kiloniellaceae"
"10539","D1.inert.control_D3.mineral",0,"Alphaproteobacteria.Rickettsiales.AB1"
"10540","D1.inert.control_D3.mineral",0,"Alphaproteobacteria.Rickettsiales.Midichloriaceae"
"10541","D1.inert.control_D3.mineral",0,"Alphaproteobacteria.Rickettsiales.Rickettsiaceae"
"10542","D1.inert.control_D3.mineral",0,"Alphaproteobacteria.Rickettsiales.SM1B06"
"10543","D1.inert.control_D3.mineral",0,"Alphaproteobacteria.Rickettsiales.SM2D12"
